1310986,2190904,281066,308478,8396	1327037,1358781,206352
219758,292356,8744	1854233,228521,401174,444804,554833
328501,9030	1719194,554868
181775	181775
776766	191791,24026,627915,629127
1428513,507063,614390,9215	1428513,533360,577011
529881	1827999,2176586
296237,614376,614738,614739	263001,662807,9197
49166,531613,555198	531609,9435
258474	177179,33453,3588,4790
614459,8882	614539
119478,301881	152516,779668,900176,952893
536946	271872,437555,9241
547452	393459,896088
614716,9215	25761,572866
33023,534382,956379	1184708,32063
554883	511018
1408707,145126,256895	2176253,555510
4489,518919,742717,9481	174740,243695
536946	1231636,200277,554538,602679
614369	228867,231243,614337,614338,614339
1494458	1332748
565900,565901,62882	426322,529539
4470,554602	1624057,232437
547547,555191,614650,86726	761059,86726
1526777,561082	1718216,561082
1995945,550455	512704
531627,555273	384240,847290
1718354,895797	1125483,1482768,2108937
565473	2108953,2108954
389007,56217	895215,895829
1327155,554484,554594	292356,550034,614473
1251605,508367	1382513,1672996,331930,434759
252043,405861,582280	614508,614509
439196,554863,93996	210098,554706
281262,565836	4498,549366,565555
531607,549736	501197,50383,9215,9218
139347,350104,637740	1402151,8828
444352,614396	251098,554865
1635995,650824	1194423,166602
4498,549366	372012
4498,549366,614376,614377,614378	1300782,1854379
554824,577120	1287549,550034,8744
1539326,444399	1510912,162730,322173,531722,531723
271872,444847	353605
942744	555096,614423
554428	554428,555309
263001,531964	531964
571071	182719
33742,6959	507061,614425
554658	554492,601242
1275898,149305,155634,1719597,1719598,1719599,1719600,1719601,206352,547137,549793,550136,554859,555300,614677,833613	547051,554559,614678
558623,577011	635513
295895,409082,409752,548674,548675,548676,548677,548678,548679,548680,97108	1327349,1854225,447966,9050
293231,555077	555077
1402004,614333	577590,9113
322819,614589,822727	322819,614589,789786
295895,409082,409752,548674,548675,548676,548677,548678,548679,548680,97108	63608,69860,820825,8715,9271,94644
228195,506319,5312	140973,807579,807580
501197,554535,9215	4489,449888,555405,86786
315257,510589	301913
10414,1099139,1428423,1428424,1428425,168846,169369,268394,507009,554670,554868,9113	1623914,248813
1432177,1432178,1432179,555393	2176625,448349,4524,554739,9113
167222,441238,507151,605778	167222,531623,605778
554728,554729	404123,554451
1201259,895200	1191565,1995478,1995479
511018,554754	252043,258401
511018,554754	531603,554407
179829,426542,555233,65269	1718880,258394
344999,86726,9316	424146,4524
166708	215339,281120
510819,565330	547746,565446
555213,968415	1157532,554729
52264,8746,9307	1120742,531831,555041,8746
491506,550129	404167,856329
1669,662807	1474,179094,341844,726409
554941	1462211,535605
9053	667448,667449
162477,180383,293396,408906	139566,153,293211,444662,555041
1194782,1441493,309676,548337,595397,638099	547746,565446
435987,49166	221742,4701,662796
357181,9430	536946
548578,549616	2176384,554906,614491
258401,511018	252043,258401
1718762,9361	531643
296237	554986
1327699	1624182,531801
1477895,50573	160165,554475,554669
1402975,651735,942866	1099808,550569,561626
636956	21682,490651
152235,1719302,7324	530515,555181,9197
1428450,1719114,1719115,554390,554391,614464	1461835,16026,219758,54647,554912,895852
477320,557938	407448
232286,529368	299518,4502
595502,85240	1623818,9197
56158,614692	577590,9113
1384514,29478,501197,85151,9212,9215	536946
4524,555101	1549986,2176556,549161
44866,511018	1057521,23683
160165,50383,554688	1287549,1719190,1719191,637734
581824	581353
47144,85240,856322,856323,856324	856222,856223,98428
160165,50383,533848,554921,554922	1346334,210296
1429182,558909	457623,491365,533282
531622	322173,531720,531721,531722,531723
554474,554475,554476,8702	350303
1448753,220311,444846,809985	834539
441334	268394,441386,4790,507007
125406	125406,171858
536481	1719272,1719273,293211
571623	531696,558483
1452,218598,457443	182879,554629,554630
1767473,281144	139478,1767513,570799,570800
1375200,198575	547372,56290
425334,546837	1327413,834780
229707	1246562,31630,31706,341716
614485	1278105,565276,614489
817978	614574
296237	1565335,2176676,372260
539337,572009	11005,805044
51642,653344,86726	51642,531576
160363,614327,814202	160363,814202
258400,511018	378421,70358,83968,83969
412967,565622,761438	228679,413072,560988
525352	1621,614609
119997,531708,853916	1050293,124395,159400,344904
160165,534461	507167,560988,578575
819558,9248	1997469,293211,511089
650602,830968,830969	1718951,8702
314837	3588,662796
322567,42234,617676,789286	1969464,322567,617676,789286
1795723	1624142
1217,4524	457443,780420
501197,555013,614392,9307	531964
438095	555278,635254
549921	260227,50355,554890
547016,595114,595115	291150,614587
3588	777059,856433
555132	155634,155635,805813
1564478,1719118,491506,9430	404123,512049,9430
256897,639439	206352,554428
1346800,166708,9478	51632,554805,614420
337102	807738
4498	160165,460111,531582,550137,9215,9430
1255142,550221	388404,519011
1298178	554492,567225
448349,555169,86723	407580,8702,9307
614412	1283873,550455
292356,4524,9113	1428580
555381,9430	1843760,444518
547093	1552880,160165,896125
18340,276562,547615,552192,554601,895865	168048,554559
1327153,1327154,182682	182682,554556,66324
145126,614715	554883
258401,511018	258401,511018
549775,9430	609554
169369,1718850,1718851,525352	169369,1993377,2176522,525352,554502
18785,971061	242407,490459
4498,549366,565555	138481,531576
547093	133259,549559,9290
438095	258391,554868
29187,340981,438095,550139	266508
555217,968787	1358782,1428517,290783
654409	308880
252043,405861	405861,531494
1431260,680099	16026,548578
113659,1268899,859363	1327715,4790,79274,9047
554413,555187,66095	1327343,531708
1719499,551409	1612533,345016,560797
531630,554533,759934	1327326,168594,413326,86726
1135986,50549	291346,571395,602195
242114,614324,9097	143578,328784,78240
1719046,449423,572960	1719138,444589,576956,727674,794422
531643,69044	341620
554868	1719262,1853734,56289,759513
404167,856329	144536,353773
30366,547795	153,293211,293338,41905
228633,970517	535658,555367,8918
118172,438100,818111	547746,565446
229857,263906,505219,549223,549224,62912	1165418,1993351,2176263,2176264,258394,555197,555271,834780
227900,345871,652479	1675,554435,86744
1327155,554484,554594	341620,9248
549367,614411	1473763,63396,88831
210558,3954,460475,614526	1327301,3954
1333478,529552,681486,807161,913126	1776255,854370
555005	275662,485527
1718794,206352,259956	1327175,565898
529881	177981,210697
221735,614718	1289031,1327785,258383,576927
1427177,1427178,554725,554726,554727	87346,982190
565473	572765
555098,662916,662917,85240	555096
531494	614384,9039,942588
529881	1719215,531584,550143
1718938,8882	531643
133910,144511,511031,895232	21671,554862
58,8074	1343886,595076,8074
111108,96932	172051,299518,4502
179094,43268,856413	1718964,179094,531508,65343
25084,554783	485178,69793
4471,549420	36473,423873,547187
56289,573005	4498,549366,614376,614377,614378
529881	1252027
391649	777059,856433
853767,853768	1200202,1601510,1601511,289759,600538
388492,549363	1200799,1408623
258400,511018	895625
200277,271872,533746,81654	554883
10142,1928	336609,43268
221744,328501	1696710,1696712
350861	1719439,555275,8882
258417,819268,820959	1255199,253625
1537,614641	139347,1798193
446860,554883	536946
1085153,1358732,2176843,342959	251098,31476,389202
388671,614379	168528,172301,296237,305916,649940,856294,856295,856296
485940	577590,9113
1403030,895668	681108
547452	1247162
119478,215339,4862	51632,614420
1287549,1470519,555169,8702,9307	1719374,258385,86723
171858,341651,501197	1656814
531394,550136	382562,614635
296237,547266	554637
4489,518919,742717,9481	258401,4489,577047
292356,368858	221742,9197
505447,555381,9482	291147,501197,89686
1672982,169980,265258,856428	1346736,555034
531643,69044	554397
1327155,511089,555309	1327155,172108,533360
258401,511018	1441503,270980
342959,555071	1191782,1358829,555071
2176305,328605,614723,703674	490651,72312
350912,600719,72887	1854466,506263
477810	35828,50383
614328	372260,614376
1280245,444770,460935	531584
531863,555355,576927	113670,1623761,8800
328005,554642,9215	293255,86692
136903	1408898,666787
1432000,652338,652339	236338,760610
547487,9215	555278
565411,795787	565441
228423,554865,555310,600335	1384513,555278,600335
550663	554728,554729
1793122,531584	56289,645490
383960,565175	547746,565446
549363	168047,572866,614507,614578
1473655,70365	1238367,638334
531505,554559	252043,692341,963726
292356,554461,9197	1068349,554492,79130
1718905,531517,614678	444589,444590
341620,9248	745692,9430
350326,576850,8746,9307	1083002,1854224
263001,554492,69043	179828,424044,548578,555057,9377
4502,548366,894522,894523	49654,561629
1744522,50383,554461	1136234,231287,328116
263970,614655	1194364,555205,895623
210697,859363	113659,165033,210696,531852
444352	100159,133910,1358804,1364707,1364708,572866,7408
341620,387630,65269	1358369,50383
50382	292356,8744
1528691	85240,900435,99307
614412	806317
531746,554521,662673	358503,437470
555209,555272	511018,614709
358509,358510	388617,66227
296237,547266	292612,551261
145126,555039	507240
814133	171858,291323
614392,9053,9482	614392,649693
555271,555272,555273	1327655,1854305,555273,70365,894791
384740,389846,510483	437505,554563
971121	292356,8744
571258	50494
48784	1564478,539600,555464
251098,31476	128321,1901909,635286,662706,85240,856324
229707,554401,555102,555103	210098,554706
171858,490646,554865,9430	407448
549775,9430	1218316,444853
267209,33356	546794
168048	52264
1995665	459687,4862,81654
1398,308253,650356,650950	1398,650356
635085	171109,72379,831174
292356,550131,895423	550131,555002,895423
1580419,1580420,555060	1470747,805480
69287	1192334,1250310,551261
51926	169369,21666,9113
652748,9113	426542,652748,788071
614369	1101246,358509
179829,426542,555233,65269	21658,44964,729477
23455,24024,627915	1346348,1718993,503201
169369,448349,9113	1358743,370292,789506
565914	1675,644172,856499,9264
263001,530319	296810,602679
296237,614376,614738,614739	125792,557999
1706	258592
577204,614737,9475	160165,404758,412953
491670,551755	143578,328784,78240
263970,550094,614540	179094,232437,531645
342959,441249	2176384,554906,614491
1124914,1327662,258385,314749,426542,500946,550131,554838,8882,9113	151,555383,8719
328501,50383	477810
229707,894765	248004,41814,9143
160363,814202	168594,653344,86726
614488,8882	548578,549616
1327699	1776054,535627,555158
554413,555187,66095	66252,66253,66254
636583	636583
48784,549676	168047,1775522
1346933,1347165	68603
1225887,331720,9435	155634,155635,805813
49654,561629	554407,600339,639435,639437
558909,614703	113779,554878
1289741,286341,33989	322819,614589
260227,50355,554890	388703,549232,555308
573694,8702,9435	138481,413072
1402986,942235	536384,614408,653905
531643	531622
1719590,291065	1894117
210628	328574,567402,567489
536946	258401,554864
459982,50355,554574	168047,182721
555000	1402962
1427281,1527974,1527975,210687,404131,554766	1255843,291106,293421,507132
1270008,168594,86726	1623805,262995
1428704,667374,8908	258377,9150
206352,328501,342959	263052,441364
1909051,415216,531707	415216,531707
296237,507004,554808	216808
140755,531495,531573,8908	160656
1719517	1719517,550129
531603,554407,600338	1995562,440878
529881	547973
555200,555201	1679,550456
1408758	1327414,850671
554906,554932,9218	154907,293258,30811
1461208	229707
554754,813774	145126,614715
554492	1718818,554492
1824100	1408868,1408869
328501,559014	1696421,853914
921396,9435	554477,8918
23634	182838,232159,488126
133910,144511,554401,555102,555103,894765,895232	1564478,539600,555464
547093	145979,291356,557252
614459,73912	1993170,1993171
63396,781519,88831	1253118
531505	258474
554883	1656827,270980
614490	1322706,270980
444956,444958,66227	1408874,552218
33751,342989,469204,555213,968342	25911,33751
287069,577204,9475	446860,614527
528384,895082	258592
305916,507167,550240,554524	146584,328849
149162,518919	1214615,216846
581748	477810
258394,314749,614491	314749,614491
239830,50383,507063,511018,554906	50383,533709,577011
168047,441277,614364	263001,531525
555504	554990,554991,554992
1461350,404167	1116112,1969269,1969270,693402
554883	405861,554883
1281068	149526,229707,263567
501197,547487,9215	555381
33927,565503	1327227,9236
85240,900435,99307	615392,85130
547187	100158,133910,531632
547487,551883,9215	490646,614369
554763,84368	100159,133910,1358804,1364707,1364708,572866,7408
614552	263001,531964
614567	614437
562319	131947,221672
533751	531494
1473655,576782,70365	576782,856277,856278
529426,70365	281056,549470,554568
310586,555297,555300	258400,258401,511018
439196,554863,93996	555209
143578,341651	115457,143578,251098
1672971	535746,896060
558909,614703	1089283,572866
531394	9361
1226524,56159	171216
50440	1119122,444846
1894192,630688	1263173
1226749,1269414,285775,555460,565232	1626480,323430,549406
1118692	23985,390921,614453,614455
547372,56290	337102
1516934,549364,554714	229707
179829,426542,555233,65269	155455,576850,972340
49654,531677	15383,290783,444524
137638,573875,942580	1580424,614458,79512
614412	1719189,555310,614374
113659,859363	1719400,69043,9053
1231617	1719278,1719279,566046
293194,444854	305452,547132,614728
531746,554521,662673	265258,441249
128583,1481487,1993244,1993245,1993275,9430	169369,179829,1993017
1408772,529883	895215,895829
258399,4489,555114	13202,554591,79301,9143
1448752,344759,444846	1327727,18713,9370
1621,75421,942136	258400,258401,511018
70182,721791	4498,549366,565555
206709,230308,263969,548144	169369,394686
48784,549676	39650,51738,549029,913174
34265,554492	595502,614366,85240
1776152,210687,554814	1675,644172,856499,9264
4470	337102,856443
171858,614474	614392,614474
1358754,51672,534140,547519,554399,554400,7924	548451,7924
547487,551883,9215	1402070
258474	491365,669386
140973,477792	856408,8976
1327749,90028	21665,601042,8908
144761,313548,39650,401174,81992	554883,614544
565241,565824	565241,565824
555217,968787	281056,549470,554568
436444	115457,251098
33138,723567	268275
853676	614500
389026	119997,1327456
555198,565232	1377409,76300
1327735,554824,577120,8918	531643,8918
1332820,968793	337103,86744
4498,549366	342133,555147
4489,518919,565325,9481	1346733,144576,408865
296237	552127,9215
531582	194311
133910,511031,555209	1304412,555000
831146,9212	228415
614369	56289,573005
119478,1995581,637235	1346800,166708,9478
457666,50539,761057,86692	1345,297824,569453
1901,510831	1346377,1719137,8719,9020
