149,261649,437413	149,261649,437413,8924
230699,381982,384449,468681,736905,736906,736907,736908,736909,736910	572202
134632,195647	705797,71608
1124315,470984	155758,232162,322156,8781
176700,63039	143784,176700
47618,48762	705797,71608
1095066,1188387,325367	466131,623172
233770	247204
388880,4324,471217,471418,74905	437405
1172520,1248446,170270,35072	170270,35072
1353582,1353583	48675
340193	434487,8585
569991	245435,471690
159264,9300	1240017
309629	105728,315843,470972
91949	705652,705653,91949
1100402,286619,471384,517626	20753,912441
103336,437405,9300	103336,28067,4324
120368,157491,337162,471671,479330,872315	120368
356313,467579	452982
598084	1356,395094
397162,517792	242949
1020727,1064312,1348345,211070,236223,24652,305159,315809,340472,340563,359057,434487,452855,452973,452998,4613,467590,484301,48666,507276,647564,658497,791932,84166,8585,8813	434487,8585
570181	193274,61578,8385
232156,471029,9070	155758,232167,470881
1399066,1439,20753,241342	14
1142232,465940	41981,535173
1068251,305157	1353444,246909,41140,973689
1556405,243673	171660
555963	451668
1565710,384978	10826,47489
470881	1098569,1162081,1266384,1353526,1411999,153384,1690540,1690541,1690542,17733,470881,94730
1353300	35073,386267
8906	470959
24083,479400,673254	120368
49253	479712
1353611,380213,452988,471223	175140,283823
570181	129911,232321,489846
65181	466825,47635
191268	93506
388880,4324	268969,280195,67878
45970	20757
175140	18670,471136,556132
443851	443851,471453
1034882,1555,1556,333096	333096,471360
147751,47498,877659	235603
164308,359225,537467,73,8873	1352699,475928,8781
1596218	1596218
536784	1556405,243673
33248,337186,359192,479675,569749,736454,989239	237718,83050
200371,92198	103336,232172,437405
736919	171660,191178,467756,484207,85703
134343,205853,471012,471013	1019835,1019836,134343,443452,471000,471681,473883,479498,517870,545424
1497732,516536,537764	261128,705675
327037	327037
116938	62361,62362
1141122,359192,479675	471090,479362
165640,20753	217809,8378
142173,359224,359225,359226,359227,359228	142173,359224,359226,359227
95683	105278
1166,8906	517612,7214,79879
230820,437405,471140,912441	159264,24929,437405,536554,9300
452982,467579	124240
1439,65629	65632
456360,794305	13620,735795
159264,166589,471140	397162,411369
534565,9300	1520,232167,261649
466982,467098	380213,45970,471223
1138984	1124331,517835
355963,355964	105728,157729
476927	242257,471558
1138906	465707,469618,517757
471160	4772
1307882	1307889
16657,35073	206875,20745,465187
465663,8488	203224
479600	155239
1078125,254039	1064010,254039,437379
147833,352694	336275
200729,357429	1353349,309074,384515,488636,606466
646052	517615,517844
378317	179020
339343,4613,48687	122460
151755,277548	7551
178544	185903,191224,191290,531884
1009007,92641	276871,507530,92641
1154456,278374,453062	1172594,134707,517801,70779
410981,479384	130470
258334	16657,35073
437405,471140	8397
470986,470987	333096,471360
534789	534565
469161	311992
470972	142039,517706,517707
467590,85053	452992,467590,85053
28067,517769,65625	261649,471702
9065	200371,92198
7745	210157,22633,240755,49784
471654,889091	1016141,867673,868030,868635
163983,466307	268969
1596277,65181	1204544,64575
208204,466321	147833,9031
556033	291485,30013
15420,154637,470972,470973	506940
8873	517714,517715
132963,736748,9065	200371,92198
130470,154637	1064054,130469,130470
20746	8873
153916,240738,471221	468556,517680
340554,668041	340554
479324,485386	232171,388880,4324,471217,471418,9065
302988	279858,467582,471239,8562
153,261619,346788,44488	465668,465670
1430608,451853,891296	517837
8397,9300	8397,9300
536554	159264,24929,437405,536554,9300
8906,8938	232162,4317,471324,81169
599788	140868
59291	163740,40947,452036
928380	369107,469183,8676
1138902,254039	1063892,28901
9300	243673,81205
8385,9070	20745
381941	24607,492132
1452876	260104,488704,545432
507276,8585,8813	8720
1394815,31950,361097	31950,55518
147833,1690686,437462,488864,8709,8873,9017	305132,471397,792125,8595
471058	1008281
232172,437405	232172,437405
105728,105729,1154392,645226	105728,483764,778044
454904	200371,92198
1737299	16718,17765
126746,232108,476923,64671	3443,417533
155921,305157	1068284,305157
191268	134009,291414,8703
1577,467044	454904,471221,79041
535945	69436
15420,506940	506940
37514,8703	200728,200729,451058
329766	150054,286057,453042,453043,453044
14758,517655	340364,517704
1353458,471163,560886,9148	381926,471557,471558
1127371,191372	291414,48666,512479,6722
258522	340235,62390
452982	311852
359246	260846,262606,279946,469304
268969	307690
1452874	1452874,1452875
4324,443391,9108	437405,471595,9109
187666,471616	187666
1577,246903	1166,368661,387961,86543
178065,772521,772522	378888,840217
311852	9065
483761,8509	483760,483761,8509
517615	434394,517615,517761
147569	471140
146778	355963,355964
113323,349222,381983,590417	1680,20745,3443
1349378,1700922	467044,471057
465124,471219,517611	466981,517642
452992,467590,85053	452992,467590,85053
124240,302988	454904
1166,369687,59733,83050	535000,535676,7766
437413	359238,8385,9070
419676,535656	309213,8906
1353622,1353623,1353624,340297	124240
37514,8703	8426
467044	22847,529798
1360863,1360864,179662	223956,292677,655163,655164,69273
191047	109641
15420	232172,386267
546588,591414	8906,960833
473821	29983
735845	10012,302988
8426,8855	470925,471239
467315	3804,517842,85177
29983,397162	29983
467299,8385,8595	147833,4307
472813	142173,359224,359226,359227
1028058,291082	1064342,465404
47691	23228,434319
718445	1064241,8813
122460,198201	3791,4337
354840,543087	354840
70779	4772
1314612,247204,384357	341208,449616,466131
304922,7598	240263
179231	105728,315843,470972
466982,467098	270720,471558,517630,517631
138186,219534	1064148,451514,62390
166694	1554469,291082,696736
157842,429728	429728,465472,8873
517845	465648
140840	207997
159264,411369,673649	130469
468291	1219596,206505
1139104,471721	192768,228166
560902	8855
4613,517834	336275
185274,386267	449616,623172,705799
242257	147,164346
268969	155455,268969
1690953,4358,471128,8385,8781	517853,8385,8781
7765	165878,286667,443391
143060,8426	143060,8426
472977,6444,6446	153549
157491,380213,444639,452988,471223,471384,471671	120368,471671
384719,468134	311992,88095,976933
14758,252969	113813,361105,705642,705643
65294	32436
471100	147833
471384,517656	8873
182221,20746	20746
452868,467586	386267,517744
317989	64575
298086,705718,8945	298086,705718,81169,8945
1577	1577,467044
256492,95331	1139128,95331
31971	31971
148595,465517,81172	1154392,374995
290990,429728,8873	279946,9017
1284082,210087,4814	1284082,210087,37077
15420,4333,471000	467098
17765,517809,970150	1283903
1352144,1352145	105728,15420,157729,191088
1064312,452973	1270111,14758
28915,36707,660338,81143	218615,218949
28067,8873	1063958,28,454289
467315	844731,844760
380213,45970,471223	154637
148004,517610,64604	233547
166747	160549,22633,283560,528088
1189192,147243	336263,62390
3836,451498	471140
24083	705797,71608
479704	205776,304929,8703
191342,380625	1063927,1063928,140868,140869,191342
124240,138269,23048	1453150,269019,669541
216385	705797,71608
47635,517788	517767,5347
116102	261783,28434,450766,86802
309629	205776,304929,8703
3879,988698	155239
1141864,1141865	465668,465670
1003189,472977,535540	472977,59400,6446
548833	105728,15420,157729,191088
1083228,1352219,989239	749970
535417,648313	2129,40887,875296
124240,302988	16657,35073
1139122,1139123	81169,8781
164048,256770,492545	492545
471378	198201,465711
327037,880866	756552,9070
1029159,205934,81888	1124313,471007,679417
24174	1064019,206871,466746
471084	8385,9070
4333,569124	64575
517733	471555,964832
195634,237044	21134,340472
41140,467059	453103
28459,303029,468745	1556396,198993,325403,357429
147833,216368,56884,687581	1353381,1353382,517705,536351
1138045,1138046,1138047	64710,7788
255438,466981,517813	1453340,572202,647216
232156,471716	468739,471716
4358,471431	1064179,8676
4197,8765	298086,705718,81169,8945
22534	137553,1526765
120368,288884,471674,890969	165878,232171,373221
59733,83050	160080,378859
152098	13620,517655,735795
17940	30510,957672
181358	260095,484301,508210
1439,20753,65632	200727,3443,417533
279858,429557,467582	517855,92666
83050	261649,437413,471721
736487	207997
206678,466981	91949
421909,479330	298086,705718,81169,8945
467928	155758,8781
384449	29302,59190
1353271,232162,467587,471199,8562	242257,471595
125066,161633,236806	192758,467803,467804,8855
147833,352694	31610
384310,52771	353599,52771
164346	15626,353599,455049
1272785,715622	293721
123623,327037,369124,8906	8595
219701	24937,67961,686528
465760	660338
539742	469161,9044
175263,85974	1051102,1596214,162479
4358,471049,471378	453016,471534
134707,488799,9017	134707,94977
28051	4613,74366,8720
199530	1063956,1063957,122158,1405
452982,470910	171660
9300	24156,268969,503645
260883,369263,52850,631620	123623,260883,264093,264094,8938
1352783,314723	124240
517773	1557592,517773
1439,65629,65632	1064056,3443
243673,81205	471597,9109
28067,673280	242937,714657
236675,466714,737000	105001,81143
28915,46802,471635	148,261649,261749
111023,465663,479676	147833
44358,615943	1138999,251403,392584,471297
178856	199213,534789
143060,517705,8426	1353452,212443,894456,9038
206808,8813	353774
1549633,456376,500466	465668,465670
135037,79663	104933,1078138
143060	1078125,1453093,254039
153380,253232,4850	4850
129603,390186	153549
1342779	1037422,1343003,37286
309231,70795	156887,3443
159264,9300	247204
1083228,1352219,989239	286667
471077	232162,4291,471077,8781
1098473	192523
466982,467098	124240
488636,66129	1078138,998276
303029,569090	471176,48665,94309
233535,467054	465668,465670
200729,291414	200729,291414
467580,470910,648313	471061
221351,24162,466825,8808	15626,353599,455049
384832,469618	45271,517829,517830
1305198	1453408,237044
471009,9070	261128,705675
359277,845819	1452898,354174,4498,465282
356313,467579	124240
411369	130469,411369
119227,471638,632550	1554457,450775,471638
120368,157491,471671,479330	1240014,157491
121601,1577,466247	1395
1439,65632	1439,65629
230820,473834	3443,417533,793733
191372,231774,382228,471147	650250
467264,470984	18047,357397
1292966,466232,78747	1452898,354174,4498,465282
517856,59733,83050	469161
155758,368178,471676,8781	368178,4358
28915,36707,660338,81143	81143
125600	216385
8969	160194
1234489,141070,160628	141070,160628
151846,155079	155079
1172599,326855,474298	92666
14758,252969	44383,503645,8703
1095109,41140	4333,59733
61615	1063903,121608
384515,471312	471312
285915,408339	1596177
123623,327037,369124,8906	260104,395233,8595
1064332,132124,471471	1064354,84166
484070	166831,206871,260073
120368,288884,471674,890969	165878,373221
465160	255438,517813
160657,4850,69,71	257195,8426,8427
1356,471219	485287
517626,9065	517626,9065
246651,69157	921593,921594
239374	15763
1087343,156144,471008	1068230,454842,8509
127217,257982	78825,945192
471090,4772	218640,46802
736487	41140
116538,143173,474125	148,164346,261749
78899	113323,253625,295177,548838,965227
1099408,893367	465668,465670
1243295,327037,880866	124240
309175,475923	192768,228166
117811,195386,195473	1314612,279526
302885,3257	17592,218672
159264,166589,471140	3443,417533,793733
1064386	160080,4648
673254	1353426,452956
537414	148,164346,261649,261749
1027410,401827	356313,470982
236828,465711	660338
1064343,147833,352694	434487,8585
201168,472807	660338
123623,153380,1540612,327037	198201,465711
302868	129911,232321,489846
1139053,8906	8585
8807,9006	444683
1795,473871,676427	148004,326873
872194	465648
667448,667483	282333
4358,467928,471032	4358,470949
115512,228166	62271,62273
191403	47485
277101,367972,370084,67881	1020545,227146
254039	64887,93500
359192	31951,6710
467504,8426	129505,134009
285889,4337,735870,735871	4333,466981,479585
206781,483766,791962,791963	206781
115906	454516
243673,384449	8873,9065,9300
237044	4507,704612
467315	1064343,147833,352694
466932,680214	517676,8676
206843	1124315,470984
47501	47485
17623,247636,465573,468681,468846,736796	41140,530204
471003,64575	1353582,1353583
474220	466978
1353300	143705,517804,53013
449617	133811,311992
1138911,1353458,471163,560886	1353458,471163,560886
1106726,20753,437405	130469,305159,411369,8585
228137	4333,466981
268969,61049	247177,506750,73423
661181	245447,661181
124906,163740,1690674,210087	124906,163740,264575
465672,465673	487907
18376,48675	18376,48675
127660,31408,31428,49253,673602	386267,517744
143060,907300	1284088,471489,8781
1229739,237517,237518	1124221,336275
291472,479467,867598	1064010,1078125,437379
6444,6446	1156430,232172,705652,705799
155455,268969	242949
1078125,1430589,254039	1064010,254039,437379
384515	254039
1166,1577,387961,86543	245447,661181
387310	387310
9233	1064344,41981,536328
806109	171660
1137986,339072,339073	1027594,260846,359246,465677,548098
1352699,475928	4358,705807
14758,471563	451668,452961
8595	8595
208230,479642,49646	155239
1106726,20753,437405	1453229,305159,8813
242257,471558,705815	1110911,483796
1137977,1137978,384453,465677	200152
1138018,1138019,471067,471373,8906	64710,7788
471140,673280	157518
232156,4333	355963
1313629	166747,471558
159264,9300	159264,9300
1120189,153380,471421,746975	153380,964865
471100,668401	1064179,8676
479686	336504,6465
517857	429728,471616,9065
1145,35073,655468,705773	261128,309090
205853	517749,517750
172210,297230	503731
1356,471219	13620,735795
471674,78676	1050798,355325,78676
21134,340472	1064148,451514,62390
109353	28176,624139,74582
147569,471384,536426	286667,443391
148292,735730	402588,453057
83050	378317,794495
479406	465668,465670
1793,1834,470805	232330
435188,8906	8938
4333,466981,479585	103336,517652
4333	471715
181719,300216,473676,87995	147833,454516
1063903,121608	3443,417533
83050	8873
517705	232167,517705
1172618,9059	42508,8855,9059
305132,471397,792125,8595	166831,206871,260073
465970	388486,419613,517685
466978,5341	166599,466978,517734
175344,569136	452990,547660
198302,367970,449615,449616	341208,449616,466131
4333,466981,736463	4333,466981
287726,8906	421440,443391,4872
466210	129905,147833,705831
384455,7745	1453221
8397,9300	437405,556031
147833,149697,434361,471266,471267,47489	4317,47489
166589,232167,8427	232167,8427
35073,386267	1078283,1078284,1556224
272376,384710,517632	261128,272376,559212
113323	4772
92641	1009007,1064010,254039,437379,8179,92641
126190,1453161,353688,427936,448950,780750	126190,1452779,1452811,353688,427936,448950
1520,70779	1064056,3443
359192	812333,8936
1186093	286627,92666
157491,479330	120368,471384,471671
1068246,279858,303285,467582,791823	1353225,303285
120368,443391,471671	337162
615032	1360503
1101545,1257233	1068305,1353392,1596097,305157
3443	68429
1142378,484207	246651
470904	147833,470936
465472,465988,8873	465668,465670
64976	1155567,64976
240738,4333	166747,812160
